date,state,demo_age_5_17,bio_age_5_17,age_5_17,gap_5_17
07-11-2025,West Bengal,2392,3257.0,443.0,1949.0
07-11-2025,Westbengal,0,0.0,0.0,0.0
07-11-2025,andhra pradesh,0,0.0,0.0,0.0
07-12-2025,Andaman & Nicobar Islands,0,1.0,0.0,0.0
07-12-2025,Andaman and Nicobar Islands,11,29.0,0.0,11.0
07-12-2025,Andhra Pradesh,4867,2278.0,0.0,4867.0
07-12-2025,Arunachal Pradesh,22,68.0,0.0,22.0
07-12-2025,Assam,404,2012.0,0.0,404.0
07-12-2025,Bihar,2114,8474.0,0.0,2114.0
07-12-2025,Chandigarh,17,90.0,0.0,17.0
07-12-2025,Chhattisgarh,725,8337.0,0.0,725.0
07-12-2025,Dadra & Nagar Haveli,0,0.0,0.0,0.0
07-12-2025,Dadra and Nagar Haveli,10,12.0,0.0,10.0
07-12-2025,Dadra and Nagar Haveli and Daman and Diu,4,0.0,0.0,4.0
07-12-2025,Daman & Diu,0,0.0,0.0,0.0
07-12-2025,Daman and Diu,0,4.0,0.0,0.0
07-12-2025,Delhi,359,1267.0,0.0,359.0
07-12-2025,Goa,22,62.0,0.0,22.0
07-12-2025,Gujarat,870,1150.0,0.0,870.0
07-12-2025,Haryana,485,2450.0,0.0,485.0
07-12-2025,Himachal Pradesh,138,790.0,0.0,138.0
07-12-2025,Jammu & Kashmir,0,0.0,0.0,0.0
07-12-2025,Jammu and Kashmir,248,1255.0,0.0,248.0
07-12-2025,Jharkhand,458,2424.0,0.0,458.0
07-12-2025,Karnataka,1299,2603.0,0.0,1299.0
07-12-2025,Kerala,366,1821.0,0.0,366.0
07-12-2025,Ladakh,15,5.0,0.0,15.0
07-12-2025,Lakshadweep,0,6.0,0.0,0.0
07-12-2025,Madhya Pradesh,1490,9902.0,0.0,1490.0
07-12-2025,Maharashtra,1318,6128.0,0.0,1318.0
07-12-2025,Manipur,128,97.0,0.0,128.0
07-12-2025,Meghalaya,18,17.0,0.0,18.0
07-12-2025,Mizoram,9,51.0,0.0,9.0
07-12-2025,Nagaland,10,26.0,0.0,10.0
07-12-2025,Odisha,830,575.0,0.0,830.0
07-12-2025,Orissa,21,4.0,0.0,21.0
07-12-2025,Pondicherry,7,4.0,0.0,7.0
07-12-2025,Puducherry,47,41.0,0.0,47.0
07-12-2025,Punjab,264,666.0,0.0,264.0
07-12-2025,Rajasthan,830,3628.0,0.0,830.0
07-12-2025,Sikkim,5,6.0,0.0,5.0
07-12-2025,Tamil Nadu,3569,4462.0,0.0,3569.0
07-12-2025,Telangana,2304,1263.0,0.0,2304.0
07-12-2025,Tripura,67,213.0,0.0,67.0
07-12-2025,Uttar Pradesh,4609,23872.0,0.0,4609.0
07-12-2025,Uttarakhand,304,6306.0,0.0,304.0
07-12-2025,West Bangal,0,0.0,0.0,0.0
07-12-2025,West Bengal,1131,2735.0,0.0,1131.0
07-12-2025,Westbengal,0,0.0,0.0,0.0
08-09-2025,Andaman & Nicobar Islands,0,1.0,0.0,0.0
08-09-2025,Andaman and Nicobar Islands,2,51.0,0.0,2.0
08-09-2025,Andhra Pradesh,891,2285.0,130.0,761.0
08-09-2025,Arunachal Pradesh,128,184.0,40.0,88.0
08-09-2025,Assam,1270,3386.0,845.0,425.0
08-09-2025,Bihar,4784,8230.0,4153.0,631.0
08-09-2025,Chandigarh,49,55.0,4.0,45.0
08-09-2025,Chhattisgarh,1327,2932.0,303.0,1024.0
08-09-2025,Dadra & Nagar Haveli,2,3.0,0.0,2.0
08-09-2025,Dadra and Nagar Haveli,23,146.0,2.0,21.0
08-09-2025,Dadra and Nagar Haveli and Daman and Diu,1,1.0,0.0,1.0
08-09-2025,Daman & Diu,3,2.0,0.0,3.0
08-09-2025,Daman and Diu,0,9.0,0.0,0.0
08-09-2025,Delhi,707,2411.0,188.0,519.0
08-09-2025,Goa,27,96.0,5.0,22.0
08-09-2025,Gujarat,1643,4767.0,526.0,1117.0
08-09-2025,Haryana,956,3515.0,67.0,889.0
08-09-2025,Himachal Pradesh,142,259.0,6.0,136.0
08-09-2025,Jammu & Kashmir,0,0.0,0.0,0.0
08-09-2025,Jammu and Kashmir,413,1073.0,104.0,309.0
08-09-2025,Jharkhand,1905,4604.0,1128.0,777.0
08-09-2025,Karnataka,2627,6218.0,534.0,2093.0
08-09-2025,Kerala,1095,2978.0,361.0,734.0
08-09-2025,Ladakh,7,0.0,2.0,5.0
08-09-2025,Lakshadweep,6,15.0,0.0,6.0
08-09-2025,Madhya Pradesh,4335,17858.0,2020.0,2315.0
08-09-2025,Maharashtra,2513,25145.0,1074.0,1439.0
08-09-2025,Manipur,267,410.0,61.0,206.0
08-09-2025,Meghalaya,97,186.0,185.0,-88.0
08-09-2025,Mizoram,48,154.0,12.0,36.0
08-09-2025,Nagaland,45,84.0,54.0,-9.0
08-09-2025,Odisha,1469,6248.0,494.0,975.0
08-09-2025,Orissa,38,72.0,10.0,28.0
08-09-2025,Pondicherry,14,38.0,2.0,12.0
08-09-2025,Puducherry,67,373.0,1.0,66.0
08-09-2025,Punjab,522,3454.0,138.0,384.0
08-09-2025,Rajasthan,2288,40103.0,1307.0,981.0
08-09-2025,Sikkim,24,35.0,18.0,6.0
08-09-2025,Tamil Nadu,3503,6465.0,493.0,3010.0
08-09-2025,Telangana,2067,4802.0,484.0,1583.0
08-09-2025,Tripura,152,310.0,74.0,78.0
08-09-2025,Uttar Pradesh,18593,28267.0,6939.0,11654.0
08-09-2025,Uttarakhand,402,1579.0,63.0,339.0
08-09-2025,WEST BENGAL,0,0.0,0.0,0.0
08-09-2025,WESTBENGAL,0,0.0,0.0,0.0
08-09-2025,West Bengal,2806,4265.0,921.0,1885.0
08-09-2025,Westbengal,0,0.0,0.0,0.0
08-09-2025,andhra pradesh,0,0.0,0.0,0.0
08-11-2025,Andaman & Nicobar Islands,0,1.0,0.0,0.0
08-11-2025,Andaman and Nicobar Islands,3,22.0,0.0,3.0
08-11-2025,Andhra Pradesh,3462,7409.0,81.0,3381.0
08-11-2025,Arunachal Pradesh,47,364.0,38.0,9.0
08-11-2025,Assam,884,5605.0,491.0,393.0
08-11-2025,Bihar,4448,4232.0,3743.0,705.0
08-11-2025,Chandigarh,30,54.0,1.0,29.0
08-11-2025,Chhattisgarh,1364,5495.0,321.0,1043.0
08-11-2025,Dadra & Nagar Haveli,0,1.0,0.0,0.0
08-11-2025,Dadra and Nagar Haveli,8,21.0,0.0,8.0
08-11-2025,Dadra and Nagar Haveli and Daman and Diu,4,1.0,0.0,4.0
08-11-2025,Daman & Diu,0,1.0,0.0,0.0
08-11-2025,Daman and Diu,4,4.0,2.0,2.0
08-11-2025,Delhi,583,1358.0,179.0,404.0
08-11-2025,Goa,41,224.0,6.0,35.0
08-11-2025,Gujarat,1500,4265.0,445.0,1055.0
08-11-2025,Haryana,745,2305.0,70.0,675.0
08-11-2025,Himachal Pradesh,178,690.0,7.0,171.0
08-11-2025,Jammu & Kashmir,0,0.0,0.0,0.0
08-11-2025,Jammu and Kashmir,348,1654.0,74.0,274.0
08-11-2025,Jharkhand,879,1350.0,463.0,416.0
08-11-2025,Karnataka,1646,6668.0,184.0,1462.0
08-11-2025,Kerala,954,3025.0,142.0,812.0
08-11-2025,Ladakh,7,10.0,1.0,6.0
08-11-2025,Lakshadweep,4,2.0,0.0,4.0
08-11-2025,Madhya Pradesh,1576,5274.0,771.0,805.0
08-11-2025,Maharashtra,2405,25363.0,442.0,1963.0
08-11-2025,Manipur,1814,2446.0,61.0,1753.0
08-11-2025,Meghalaya,37,38.0,57.0,-20.0
08-11-2025,Mizoram,25,44.0,13.0,12.0
08-11-2025,Nagaland,21,292.0,35.0,-14.0
08-11-2025,Odisha,1048,7099.0,115.0,933.0
08-11-2025,Orissa,14,52.0,2.0,12.0
08-11-2025,Pondicherry,13,31.0,1.0,12.0
08-11-2025,Puducherry,40,160.0,2.0,38.0
08-11-2025,Punjab,238,2498.0,84.0,154.0
08-11-2025,Rajasthan,1848,4724.0,750.0,1098.0
08-11-2025,Sikkim,8,22.0,5.0,3.0
08-11-2025,Tamil Nadu,5763,20003.0,385.0,5378.0
08-11-2025,Telangana,3823,7995.0,200.0,3623.0
08-11-2025,Tripura,84,365.0,31.0,53.0
08-11-2025,Uttar Pradesh,5448,17023.0,3937.0,1511.0
08-11-2025,Uttarakhand,408,1472.0,63.0,345.0
08-11-2025,WESTBENGAL,0,0.0,0.0,0.0
08-11-2025,West  Bengal,0,0.0,1.0,-1.0
08-11-2025,West Bangal,0,0.0,0.0,0.0
08-11-2025,West Bengal,3095,4623.0,1008.0,2087.0
08-11-2025,Westbengal,0,0.0,0.0,0.0
08-11-2025,andhra pradesh,0,0.0,0.0,0.0
08-12-2025,Andaman & Nicobar Islands,0,0.0,0.0,0.0
08-12-2025,Andaman and Nicobar Islands,6,36.0,0.0,6.0
08-12-2025,Andhra Pradesh,2215,4927.0,0.0,2215.0
08-12-2025,Arunachal Pradesh,48,360.0,0.0,48.0
08-12-2025,Assam,1207,3786.0,0.0,1207.0
08-12-2025,Bihar,6487,9195.0,0.0,6487.0
08-12-2025,Chandigarh,64,77.0,0.0,64.0
08-12-2025,Chhattisgarh,2863,12930.0,0.0,2863.0
08-12-2025,Dadra & Nagar Haveli,0,0.0,0.0,0.0
08-12-2025,Dadra and Nagar Haveli,14,42.0,0.0,14.0
08-12-2025,Dadra and Nagar Haveli and Daman and Diu,0,0.0,0.0,0.0
08-12-2025,Daman & Diu,1,2.0,0.0,1.0
08-12-2025,Daman and Diu,2,20.0,0.0,2.0
08-12-2025,Delhi,937,2502.0,0.0,937.0
08-12-2025,Goa,54,209.0,0.0,54.0
08-12-2025,Gujarat,1944,10773.0,0.0,1944.0
08-12-2025,Haryana,1032,3212.0,0.0,1032.0
08-12-2025,Himachal Pradesh,284,885.0,0.0,284.0
08-12-2025,Jammu & Kashmir,0,1.0,0.0,0.0
08-12-2025,Jammu and Kashmir,844,3430.0,0.0,844.0
08-12-2025,Jharkhand,1724,2850.0,0.0,1724.0
08-12-2025,Karnataka,2628,6307.0,0.0,2628.0
08-12-2025,Kerala,1062,2569.0,0.0,1062.0
08-12-2025,Ladakh,18,12.0,0.0,18.0
08-12-2025,Lakshadweep,8,11.0,0.0,8.0
08-12-2025,Madhya Pradesh,2899,9288.0,0.0,2899.0
08-12-2025,Maharashtra,3663,15020.0,0.0,3663.0
08-12-2025,Manipur,416,309.0,0.0,416.0
08-12-2025,Meghalaya,102,184.0,0.0,102.0
08-12-2025,Mizoram,40,172.0,0.0,40.0
08-12-2025,Nagaland,68,451.0,0.0,68.0
08-12-2025,Odisha,2077,7444.0,0.0,2077.0
08-12-2025,Orissa,42,56.0,0.0,42.0
08-12-2025,Pondicherry,2,29.0,0.0,2.0
08-12-2025,Puducherry,37,113.0,0.0,37.0
08-12-2025,Punjab,432,4295.0,0.0,432.0
08-12-2025,Rajasthan,2948,7792.0,0.0,2948.0
08-12-2025,Sikkim,22,35.0,0.0,22.0
08-12-2025,Tamil Nadu,3062,13838.0,0.0,3062.0
08-12-2025,Telangana,1743,4168.0,0.0,1743.0
08-12-2025,Tripura,279,548.0,0.0,279.0
08-12-2025,Uttar Pradesh,9366,19371.0,0.0,9366.0
08-12-2025,Uttarakhand,550,4766.0,0.0,550.0
08-12-2025,WESTBENGAL,0,0.0,0.0,0.0
08-12-2025,West Bangal,0,0.0,0.0,0.0
08-12-2025,West Bengal,2825,4164.0,0.0,2825.0
08-12-2025,West bengal,0,0.0,0.0,0.0
08-12-2025,Westbengal,0,0.0,0.0,0.0
08-12-2025,odisha,0,0.0,0.0,0.0
09-09-2025,Andaman & Nicobar Islands,0,5.0,1.0,-1.0
09-09-2025,Andaman and Nicobar Islands,11,107.0,2.0,9.0
09-09-2025,Andhra Pradesh,1671,3779.0,229.0,1442.0
09-09-2025,Arunachal Pradesh,157,243.0,36.0,121.0
09-09-2025,Assam,1142,3756.0,632.0,510.0
09-09-2025,Bihar,4645,8934.0,3871.0,774.0
09-09-2025,Chandigarh,59,119.0,5.0,54.0
09-09-2025,Chhattisgarh,1085,2633.0,192.0,893.0
09-09-2025,Dadra & Nagar Haveli,1,1.0,0.0,1.0
09-09-2025,Dadra and Nagar Haveli,20,133.0,1.0,19.0
09-09-2025,Dadra and Nagar Haveli and Daman and Diu,2,2.0,3.0,-1.0
09-09-2025,Daman & Diu,2,1.0,0.0,2.0
09-09-2025,Daman and Diu,2,22.0,0.0,2.0
09-09-2025,Delhi,789,2432.0,184.0,605.0
09-09-2025,Goa,24,116.0,8.0,16.0
09-09-2025,Gujarat,1805,5330.0,629.0,1176.0
09-09-2025,Haryana,876,3783.0,92.0,784.0
09-09-2025,Himachal Pradesh,175,364.0,9.0,166.0
09-09-2025,Jammu and Kashmir,328,1304.0,114.0,214.0
09-09-2025,Jharkhand,1582,5043.0,1094.0,488.0
09-09-2025,Karnataka,1911,5146.0,447.0,1464.0
09-09-2025,Kerala,947,2774.0,384.0,563.0
09-09-2025,Ladakh,5,6.0,1.0,4.0
09-09-2025,Lakshadweep,2,1.0,0.0,2.0
09-09-2025,Madhya Pradesh,3453,11695.0,1758.0,1695.0
09-09-2025,Maharashtra,2636,24255.0,1273.0,1363.0
09-09-2025,Manipur,247,922.0,55.0,192.0
09-09-2025,Meghalaya,100,191.0,222.0,-122.0
09-09-2025,Mizoram,43,130.0,27.0,16.0
09-09-2025,Nagaland,38,99.0,57.0,-19.0
09-09-2025,Odisha,1324,5523.0,482.0,842.0
09-09-2025,Orissa,16,62.0,11.0,5.0
09-09-2025,Pondicherry,12,41.0,1.0,11.0
09-09-2025,Puducherry,59,236.0,1.0,58.0
09-09-2025,Punjab,453,1961.0,91.0,362.0
09-09-2025,Rajasthan,2477,37269.0,1697.0,780.0
09-09-2025,Sikkim,44,55.0,17.0,27.0
09-09-2025,Tamil Nadu,3677,7069.0,456.0,3221.0
09-09-2025,Telangana,2215,5125.0,499.0,1716.0
09-09-2025,Tripura,176,316.0,72.0,104.0
09-09-2025,Uttar Pradesh,15649,22456.0,6361.0,9288.0
09-09-2025,Uttarakhand,436,1897.0,84.0,352.0
09-09-2025,WEST BENGAL,0,0.0,0.0,0.0
09-09-2025,West Bangal,0,0.0,0.0,0.0
09-09-2025,West Bengal,2800,5534.0,960.0,1840.0
09-11-2025,Andaman & Nicobar Islands,0,0.0,0.0,0.0
09-11-2025,Andaman and Nicobar Islands,6,15.0,0.0,6.0
09-11-2025,Andhra Pradesh,2788,1116.0,51.0,2737.0
09-11-2025,Arunachal Pradesh,27,108.0,8.0,19.0
09-11-2025,Assam,297,1447.0,212.0,85.0
09-11-2025,Bihar,2433,6652.0,1806.0,627.0
09-11-2025,Chandigarh,41,70.0,1.0,40.0
09-11-2025,Chhattisgarh,728,6646.0,159.0,569.0
09-11-2025,Dadra and Nagar Haveli,12,8.0,2.0,10.0
09-11-2025,Dadra and Nagar Haveli and Daman and Diu,0,0.0,0.0,0.0
09-11-2025,Daman and Diu,5,2.0,1.0,4.0
09-11-2025,Delhi,368,1091.0,81.0,287.0
09-11-2025,Goa,23,86.0,0.0,23.0
09-11-2025,Gujarat,791,676.0,237.0,554.0
09-11-2025,Haryana,406,1451.0,31.0,375.0
09-11-2025,Himachal Pradesh,78,502.0,2.0,76.0
09-11-2025,Jammu and Kashmir,131,752.0,68.0,63.0
09-11-2025,Jharkhand,364,2199.0,467.0,-103.0
09-11-2025,Karnataka,555,938.0,73.0,482.0
09-11-2025,Kerala,239,676.0,126.0,113.0
09-11-2025,Ladakh,6,2.0,2.0,4.0
09-11-2025,Lakshadweep,4,0.0,0.0,4.0
09-11-2025,Madhya Pradesh,1074,5540.0,466.0,608.0
09-11-2025,Maharashtra,734,4853.0,233.0,501.0
09-11-2025,Manipur,715,682.0,28.0,687.0
09-11-2025,Meghalaya,9,18.0,8.0,1.0
09-11-2025,Mizoram,4,13.0,1.0,3.0
09-11-2025,Nagaland,2,9.0,6.0,-4.0
09-11-2025,Odisha,227,188.0,43.0,184.0
09-11-2025,Orissa,0,1.0,0.0,0.0
09-11-2025,Pondicherry,3,4.0,0.0,3.0
09-11-2025,Puducherry,8,5.0,0.0,8.0
09-11-2025,Punjab,83,283.0,44.0,39.0
09-11-2025,Rajasthan,635,3844.0,376.0,259.0
09-11-2025,Sikkim,5,3.0,0.0,5.0
09-11-2025,Tamil Nadu,1654,1608.0,177.0,1477.0
09-11-2025,Telangana,2004,387.0,126.0,1878.0
09-11-2025,Tripura,34,77.0,13.0,21.0
09-11-2025,Uttar Pradesh,3307,21099.0,2507.0,800.0
09-11-2025,Uttarakhand,355,2339.0,37.0,318.0
09-11-2025,West  Bengal,0,0.0,0.0,0.0
09-11-2025,West Bengal,1156,2153.0,826.0,330.0
09-12-2025,Andaman & Nicobar Islands,1,10.0,0.0,1.0
09-12-2025,Andaman and Nicobar Islands,5,93.0,0.0,5.0
09-12-2025,Andhra Pradesh,1428,8258.0,0.0,1428.0
09-12-2025,Arunachal Pradesh,40,309.0,0.0,40.0
09-12-2025,Assam,691,4659.0,0.0,691.0
09-12-2025,Bihar,3274,12017.0,0.0,3274.0
09-12-2025,Chandigarh,16,35.0,0.0,16.0
09-12-2025,Chhattisgarh,1486,16915.0,0.0,1486.0
09-12-2025,Dadra & Nagar Haveli,0,0.0,0.0,0.0
09-12-2025,Dadra and Nagar Haveli,9,21.0,0.0,9.0
09-12-2025,Dadra and Nagar Haveli and Daman and Diu,0,2.0,0.0,0.0
09-12-2025,Daman & Diu,0,0.0,0.0,0.0
09-12-2025,Daman and Diu,0,12.0,0.0,0.0
09-12-2025,Delhi,475,3304.0,0.0,475.0
09-12-2025,Goa,22,254.0,0.0,22.0
09-12-2025,Gujarat,1018,5939.0,0.0,1018.0
09-12-2025,Haryana,513,3764.0,0.0,513.0
09-12-2025,Himachal Pradesh,223,1471.0,0.0,223.0
09-12-2025,Jammu & Kashmir,2,0.0,0.0,2.0
09-12-2025,Jammu and Kashmir,419,3932.0,0.0,419.0
09-12-2025,Jharkhand,871,3607.0,0.0,871.0
09-12-2025,Karnataka,1528,5317.0,0.0,1528.0
09-12-2025,Kerala,609,951.0,0.0,609.0
09-12-2025,Ladakh,16,14.0,0.0,16.0
09-12-2025,Lakshadweep,2,3.0,0.0,2.0
09-12-2025,Madhya Pradesh,2455,10092.0,0.0,2455.0
09-12-2025,Maharashtra,2624,18361.0,0.0,2624.0
09-12-2025,Manipur,252,314.0,0.0,252.0
09-12-2025,Meghalaya,70,263.0,0.0,70.0
09-12-2025,Mizoram,18,221.0,0.0,18.0
09-12-2025,Nagaland,41,384.0,0.0,41.0
09-12-2025,Odisha,1103,5319.0,0.0,1103.0
09-12-2025,Orissa,16,35.0,0.0,16.0
09-12-2025,Pondicherry,9,29.0,0.0,9.0
09-12-2025,Puducherry,38,108.0,0.0,38.0
09-12-2025,Punjab,225,3867.0,0.0,225.0
09-12-2025,Rajasthan,1392,6027.0,0.0,1392.0
09-12-2025,Sikkim,2,5.0,0.0,2.0
09-12-2025,Tamil Nadu,1162,3768.0,0.0,1162.0
09-12-2025,Telangana,623,2005.0,0.0,623.0
09-12-2025,Tripura,72,364.0,0.0,72.0
09-12-2025,Uttar Pradesh,3619,13743.0,0.0,3619.0
09-12-2025,Uttarakhand,315,3611.0,0.0,315.0
09-12-2025,WEST BENGAL,0,0.0,0.0,0.0
09-12-2025,West Bangal,0,0.0,0.0,0.0
09-12-2025,West Bengal,972,2021.0,0.0,972.0
09-12-2025,Westbengal,0,0.0,0.0,0.0
09-12-2025,andhra pradesh,0,0.0,0.0,0.0
09-12-2025,odisha,0,0.0,0.0,0.0
10-09-2025,Andaman & Nicobar Islands,0,0.0,0.0,0.0
10-09-2025,Andaman and Nicobar Islands,0,10.0,0.0,0.0
10-09-2025,Andhra Pradesh,1085,3619.0,113.0,972.0
10-09-2025,Arunachal Pradesh,86,177.0,33.0,53.0
10-09-2025,Assam,1158,5716.0,817.0,341.0
10-09-2025,Bihar,4632,11256.0,3824.0,808.0
10-09-2025,Chandigarh,20,126.0,6.0,14.0
10-09-2025,Chhattisgarh,1096,3286.0,210.0,886.0
10-09-2025,Dadra & Nagar Haveli,2,1.0,0.0,2.0
10-09-2025,Dadra and Nagar Haveli,2,15.0,1.0,1.0
10-09-2025,Dadra and Nagar Haveli and Daman and Diu,6,2.0,0.0,6.0
10-09-2025,Daman & Diu,1,0.0,0.0,1.0
10-09-2025,Daman and Diu,6,34.0,0.0,6.0
10-09-2025,Delhi,786,2470.0,165.0,621.0
10-09-2025,Goa,12,104.0,5.0,7.0
10-09-2025,Gujarat,1843,6352.0,812.0,1031.0
10-09-2025,Haryana,1165,3603.0,103.0,1062.0
10-09-2025,Himachal Pradesh,251,485.0,9.0,242.0
10-09-2025,Jammu & Kashmir,0,0.0,0.0,0.0
10-09-2025,Jammu and Kashmir,421,1254.0,102.0,319.0
10-09-2025,Jharkhand,1652,3781.0,1031.0,621.0
10-09-2025,Karnataka,1749,3697.0,449.0,1300.0
10-09-2025,Kerala,838,2042.0,294.0,544.0
10-09-2025,Ladakh,0,7.0,2.0,-2.0
10-09-2025,Lakshadweep,5,18.0,0.0,5.0
10-09-2025,Madhya Pradesh,3997,9148.0,2019.0,1978.0
10-09-2025,Maharashtra,3319,29292.0,1552.0,1767.0
10-09-2025,Manipur,319,1247.0,104.0,215.0
10-09-2025,Meghalaya,159,157.0,206.0,-47.0
10-09-2025,Mizoram,57,156.0,22.0,35.0
10-09-2025,Nagaland,24,84.0,50.0,-26.0
10-09-2025,Odisha,1688,6047.0,534.0,1154.0
10-09-2025,Orissa,15,59.0,5.0,10.0
10-09-2025,Pondicherry,2,27.0,1.0,1.0
10-09-2025,Puducherry,51,146.0,0.0,51.0
10-09-2025,Punjab,388,1710.0,99.0,289.0
10-09-2025,Rajasthan,2109,28752.0,1474.0,635.0
10-09-2025,Sikkim,25,112.0,7.0,18.0
10-09-2025,Tamil Nadu,3185,5907.0,363.0,2822.0
10-09-2025,Telangana,1461,4127.0,388.0,1073.0
10-09-2025,Tripura,102,212.0,37.0,65.0
10-09-2025,Uttar Pradesh,14195,22495.0,5274.0,8921.0
10-09-2025,Uttarakhand,349,1263.0,61.0,288.0
10-09-2025,WEST BENGAL,0,0.0,0.0,0.0
10-09-2025,WESTBENGAL,0,0.0,0.0,0.0
10-09-2025,West Bengal,2453,4232.0,858.0,1595.0
10-09-2025,West bengal,0,0.0,0.0,0.0
10-09-2025,Westbengal,0,0.0,0.0,0.0
10-11-2025,Andaman & Nicobar Islands,0,1.0,0.0,0.0
10-11-2025,Andaman and Nicobar Islands,4,28.0,1.0,3.0
10-11-2025,Andhra Pradesh,2034,8870.0,149.0,1885.0
10-11-2025,Arunachal Pradesh,71,380.0,4.0,67.0
10-11-2025,Assam,542,2304.0,169.0,373.0
10-11-2025,Bihar,2918,7104.0,1616.0,1302.0
10-11-2025,Chandigarh,32,117.0,2.0,30.0
10-11-2025,Chhattisgarh,1361,10488.0,188.0,1173.0
10-11-2025,Dadra & Nagar Haveli,0,0.0,0.0,0.0
10-11-2025,Dadra and Nagar Haveli,8,25.0,2.0,6.0
10-11-2025,Dadra and Nagar Haveli and Daman and Diu,0,0.0,0.0,0.0
10-11-2025,Daman & Diu,0,1.0,0.0,0.0
10-11-2025,Daman and Diu,2,10.0,0.0,2.0
10-11-2025,Delhi,422,1927.0,121.0,301.0
10-11-2025,Goa,17,309.0,2.0,15.0
10-11-2025,Gujarat,978,3884.0,199.0,779.0
10-11-2025,Haryana,625,2854.0,66.0,559.0
10-11-2025,Himachal Pradesh,162,1179.0,5.0,157.0
10-11-2025,Jammu & Kashmir,0,0.0,0.0,0.0
10-11-2025,Jammu and Kashmir,319,1960.0,76.0,243.0
10-11-2025,Jharkhand,1020,2140.0,603.0,417.0
10-11-2025,Karnataka,1517,5092.0,345.0,1172.0
10-11-2025,Kerala,547,1066.0,214.0,333.0
10-11-2025,Ladakh,3,1.0,2.0,1.0
10-11-2025,Lakshadweep,3,0.0,0.0,3.0
10-11-2025,Madhya Pradesh,1743,6643.0,778.0,965.0
10-11-2025,Maharashtra,2011,13250.0,664.0,1347.0
10-11-2025,Manipur,1141,1723.0,105.0,1036.0
10-11-2025,Meghalaya,73,276.0,79.0,-6.0
10-11-2025,Mizoram,30,32.0,4.0,26.0
10-11-2025,Nagaland,26,137.0,35.0,-9.0
10-11-2025,ODISHA,1,0.0,0.0,1.0
10-11-2025,Odisha,1206,7799.0,208.0,998.0
10-11-2025,Orissa,19,78.0,2.0,17.0
10-11-2025,Pondicherry,7,39.0,2.0,5.0
10-11-2025,Puducherry,43,131.0,1.0,42.0
10-11-2025,Punjab,270,3178.0,97.0,173.0
10-11-2025,Rajasthan,2226,14973.0,1465.0,761.0
10-11-2025,Sikkim,30,45.0,5.0,25.0
10-11-2025,Tamil Nadu,5672,24769.0,582.0,5090.0
10-11-2025,Telangana,1933,6193.0,344.0,1589.0
10-11-2025,Tripura,187,564.0,38.0,149.0
10-11-2025,Uttar Pradesh,7877,30333.0,6498.0,1379.0
10-11-2025,Uttarakhand,417,2544.0,72.0,345.0
10-11-2025,WEST BENGAL,0,0.0,0.0,0.0
10-11-2025,WESTBENGAL,0,0.0,0.0,0.0
10-11-2025,West  Bengal,0,0.0,0.0,0.0
10-11-2025,West Bangal,0,0.0,0.0,0.0
10-11-2025,West Bengal,2867,3911.0,1260.0,1607.0
10-11-2025,West bengal,0,0.0,0.0,0.0
10-11-2025,andhra pradesh,0,0.0,0.0,0.0
10-12-2025,Andaman & Nicobar Islands,0,0.0,0.0,0.0
10-12-2025,Andaman and Nicobar Islands,5,0.0,0.0,5.0
10-12-2025,Andhra Pradesh,1487,2469.0,0.0,1487.0
10-12-2025,Arunachal Pradesh,63,254.0,0.0,63.0
10-12-2025,Assam,924,3018.0,0.0,924.0
10-12-2025,Bihar,3145,7877.0,0.0,3145.0
10-12-2025,Chandigarh,15,41.0,0.0,15.0
10-12-2025,Chhattisgarh,1435,11209.0,0.0,1435.0
10-12-2025,Dadra & Nagar Haveli,0,0.0,0.0,0.0
10-12-2025,Dadra and Nagar Haveli,10,25.0,0.0,10.0
10-12-2025,Dadra and Nagar Haveli and Daman and Diu,4,0.0,0.0,4.0
10-12-2025,Daman & Diu,0,1.0,0.0,0.0
10-12-2025,Daman and Diu,1,0.0,0.0,1.0
10-12-2025,Delhi,332,1412.0,0.0,332.0
10-12-2025,Goa,9,109.0,0.0,9.0
10-12-2025,Gujarat,920,3018.0,0.0,920.0
10-12-2025,Haryana,415,3105.0,0.0,415.0
10-12-2025,Himachal Pradesh,123,713.0,0.0,123.0
10-12-2025,Jammu & Kashmir,0,2.0,0.0,0.0
10-12-2025,Jammu and Kashmir,289,1892.0,0.0,289.0
10-12-2025,Jharkhand,782,2248.0,0.0,782.0
10-12-2025,Karnataka,1101,3105.0,0.0,1101.0
10-12-2025,Kerala,517,1405.0,0.0,517.0
10-12-2025,Ladakh,18,6.0,0.0,18.0
10-12-2025,Lakshadweep,0,1.0,0.0,0.0
10-12-2025,Madhya Pradesh,1940,7494.0,0.0,1940.0
10-12-2025,Maharashtra,2379,22404.0,0.0,2379.0
10-12-2025,Manipur,186,314.0,0.0,186.0
10-12-2025,Meghalaya,46,148.0,0.0,46.0
10-12-2025,Mizoram,22,130.0,0.0,22.0
10-12-2025,Nagaland,14,224.0,0.0,14.0
10-12-2025,Odisha,1058,5563.0,0.0,1058.0
10-12-2025,Orissa,18,67.0,0.0,18.0
10-12-2025,Pondicherry,4,14.0,0.0,4.0
10-12-2025,Puducherry,20,109.0,0.0,20.0
10-12-2025,Punjab,180,3114.0,0.0,180.0
10-12-2025,Rajasthan,1156,6913.0,0.0,1156.0
10-12-2025,Sikkim,10,24.0,0.0,10.0
